total_income,essentials_percentage,savings_percentage,investments_percentage,discretionary_percentage,risk_tolerance,financial_status
8551,59.79,15.45,13.51,11.26,Low,strain
8287,60.32,28.88,28.32,0.0,Low,growth
9002,69.91,11.71,6.44,11.93,Medium,strain
9034,66.0,14.38,7.96,11.66,Medium,strain
8542,67.04,23.74,16.5,0.0,Medium,stable
8756,61.93,10.82,23.09,4.16,Low,stable
8274,54.62,17.88,14.27,13.22,High,strain
8956,35.14,23.22,18.87,22.77,Low,stable
8600,54.89,21.1,5.71,18.29,Medium,stable
9780,32.24,8.88,16.55,42.33,High,stable
8381,65.41,20.74,11.06,2.78,High,strain
9353,49.27,19.32,17.91,13.5,Medium,stable
8479,57.9,18.95,18.15,5.01,Medium,strain
8015,32.09,25.65,23.83,18.43,Low,strain
8516,51.37,9.6,18.5,20.54,Low,growth
8191,42.05,23.79,20.36,13.8,Low,growth
9192,41.4,24.02,18.24,16.34,Medium,growth
9545,45.59,23.07,29.76,1.59,High,strain
8621,30.03,17.65,24.79,27.53,Low,growth
9161,48.67,14.89,23.89,12.55,Medium,stable
8154,49.46,14.87,20.68,14.99,High,growth
9412,64.53,23.35,18.21,0.0,Medium,strain
9233,47.94,17.45,13.62,20.99,Medium,stable
8272,44.54,13.46,24.6,17.4,Medium,stable
8143,69.79,20.64,9.74,0.0,Low,stable
9635,52.85,25.93,5.91,15.31,Medium,growth
9913,48.9,6.54,22.45,22.1,Medium,growth
9844,49.84,29.3,8.62,12.24,Medium,growth
9093,62.37,7.42,27.6,2.62,Low,growth
8247,43.63,17.79,24.27,14.31,Medium,stable
9285,45.57,19.01,20.06,15.37,Medium,strain
8788,60.23,8.46,12.85,18.46,Low,growth
8079,32.92,27.89,20.95,18.24,Medium,strain
9682,64.61,16.79,16.92,1.69,High,stable
8623,47.21,8.58,12.28,31.94,Medium,strain
9794,53.25,22.79,28.63,0.0,Medium,strain
9629,60.3,21.59,9.05,9.07,Low,growth
8525,40.64,29.07,23.83,6.45,Low,growth
8772,65.61,16.04,25.0,0.0,Low,stable
8938,69.17,11.69,28.79,0.0,Low,growth
9645,49.77,6.5,18.74,24.99,High,strain
9354,67.48,23.33,18.37,0.0,Medium,strain
9213,30.05,20.43,28.01,21.52,Medium,strain
9119,65.77,29.32,25.03,0.0,High,strain
8617,42.44,22.8,24.09,10.66,Low,growth
9032,42.46,28.33,24.73,4.48,Medium,stable
8067,39.12,29.79,17.33,13.76,High,growth
9520,42.68,15.71,6.04,35.57,Medium,strain
8191,38.54,8.76,9.96,42.75,High,stable
9390,66.23,9.9,21.07,2.79,High,stable
8768,65.96,12.96,14.9,6.18,Medium,strain
8521,34.09,17.72,20.17,28.02,Low,strain
8990,35.71,8.06,18.79,37.43,Low,growth
9141,64.48,12.54,15.97,7.01,High,stable
8267,45.96,12.69,10.87,30.48,Low,stable
9635,36.77,5.1,22.97,35.15,Medium,growth
8485,50.43,13.85,27.73,7.99,High,strain
9533,46.67,7.9,24.25,21.18,Medium,stable
9322,38.77,15.74,8.0,37.49,Medium,growth
9933,58.83,9.91,18.45,12.81,Low,stable
9188,55.25,25.55,25.88,0.0,Medium,growth
8376,33.99,7.01,19.77,39.23,High,stable
8653,67.02,26.64,15.99,0.0,High,strain
9292,52.34,19.51,12.11,16.03,Medium,strain
8549,40.01,16.47,13.26,30.27,Medium,stable
9098,38.25,18.74,11.05,31.95,High,stable
9532,35.44,14.4,9.89,40.27,Low,stable
8073,46.99,8.19,19.72,25.1,Low,growth
8308,35.42,24.15,17.73,22.7,Low,strain
8199,46.63,28.2,23.37,1.8,Medium,growth
9154,35.95,28.75,12.7,22.6,Medium,strain
9782,56.27,21.77,16.52,5.44,High,strain
9848,61.41,15.26,22.01,1.32,High,growth
8572,51.98,16.96,29.08,1.98,High,strain
8791,57.2,21.42,13.72,7.65,High,strain
9639,67.54,25.58,12.46,0.0,Low,stable
9832,55.53,14.36,16.23,13.87,Medium,growth
9856,44.57,27.92,23.1,4.42,Medium,growth
9511,47.98,13.11,29.04,9.88,Low,strain
9877,64.42,18.27,18.41,0.0,High,growth
9175,35.23,29.03,25.31,10.43,High,strain
9693,43.03,28.45,16.61,11.91,Medium,strain
9230,53.09,22.39,6.0,18.52,High,growth
8179,57.06,13.11,27.36,2.48,Medium,strain
8197,60.54,10.48,12.25,16.74,Low,stable
8735,42.73,7.0,8.47,41.8,Medium,growth
8089,35.83,22.72,29.9,11.55,Low,growth
8799,68.19,17.59,13.68,0.54,High,strain
9458,33.06,19.31,8.41,39.22,Medium,growth
8788,33.83,16.81,12.79,36.57,High,growth
8748,49.8,17.07,17.85,15.28,High,stable
9207,62.77,19.28,7.2,10.75,High,stable
8209,60.98,27.86,13.82,0.0,Medium,growth
8493,67.51,5.73,21.72,5.04,High,strain
9154,35.66,25.04,27.9,11.4,Medium,stable
8665,45.03,14.76,14.94,25.27,High,stable
9037,41.29,23.62,19.11,15.98,Low,stable
9658,64.43,28.71,20.9,0.0,Medium,strain
8871,49.53,12.66,6.77,31.04,Low,growth
8732,31.07,7.24,13.56,48.13,Low,growth
9130,58.32,10.81,22.11,8.77,Medium,stable
9399,45.55,10.55,23.39,20.51,Medium,growth
9606,51.25,23.55,13.9,11.31,Medium,stable
9731,65.75,6.55,5.17,22.53,High,stable
8698,40.27,6.27,5.17,48.29,High,strain
9123,39.61,22.34,18.45,19.6,Low,strain
8594,40.53,18.92,18.79,21.77,Medium,stable
9611,43.52,15.44,18.89,22.14,Low,strain
8886,34.29,19.38,23.04,23.28,High,strain
8852,57.89,23.38,28.03,0.0,Low,strain
9216,38.3,7.59,29.75,24.36,Low,growth
8325,67.05,18.83,22.53,0.0,Medium,growth
8979,38.63,25.61,17.85,17.91,Medium,strain
9750,40.23,14.06,8.52,37.19,Low,growth
9851,41.88,24.08,14.6,19.44,High,stable
8956,60.74,26.14,19.31,0.0,Low,stable
9491,47.1,25.52,30.0,0.0,High,strain
8894,62.77,21.26,8.17,7.79,Low,strain
9391,61.39,22.93,24.83,0.0,Low,growth
9342,67.18,24.69,29.97,0.0,Medium,strain
8144,60.26,23.34,25.13,0.0,Low,strain
8384,32.08,16.29,24.18,27.45,High,stable
8216,63.49,8.98,11.47,16.06,Low,stable
9385,67.52,12.74,5.08,14.65,Low,growth
8324,69.75,10.18,10.65,9.42,High,growth
9039,35.01,14.04,24.75,26.21,Low,growth
8217,54.53,17.23,7.68,20.55,Low,strain
9516,37.98,28.98,12.4,20.64,Low,strain
8951,40.5,28.99,19.06,11.45,Low,strain
9571,59.82,24.24,19.5,0.0,High,strain
8183,69.11,29.5,18.57,0.0,High,stable
8270,53.79,29.95,29.52,0.0,High,growth
8945,64.02,27.13,5.31,3.54,High,growth
9491,30.36,6.99,17.19,45.47,Low,stable
8870,31.47,15.65,17.61,35.27,High,stable
9636,53.87,18.35,12.33,15.44,Low,strain
9543,45.56,8.1,18.13,28.21,Medium,growth
9566,65.59,25.22,21.83,0.0,Low,growth
8467,42.08,8.72,21.82,27.38,Low,stable
8305,47.28,14.58,7.2,30.94,High,growth
9168,51.12,6.72,25.06,17.1,High,stable
8111,40.92,18.11,28.27,12.7,High,growth
9014,66.34,19.93,8.09,5.64,Medium,stable
8232,48.58,23.38,15.42,12.62,Low,strain
9715,46.97,13.49,17.79,21.75,Medium,growth
9608,63.99,19.76,8.37,7.88,Low,strain
9746,42.48,23.35,17.58,16.58,Low,stable
9756,62.7,24.05,10.17,3.08,Medium,growth
9616,34.89,12.54,28.38,24.18,Medium,growth
9524,37.31,6.69,16.21,39.78,Low,strain
8595,68.03,5.94,29.87,0.0,Medium,strain
9578,63.7,24.2,6.16,5.94,High,stable
9297,45.52,14.64,8.19,31.66,Low,strain
9727,55.54,8.35,16.08,20.03,High,growth
8173,67.72,9.61,26.86,0.0,Medium,growth
8973,38.47,24.15,18.88,18.49,High,growth
9031,32.36,19.97,23.31,24.36,Medium,growth
9179,51.5,17.54,15.59,15.38,High,strain
9546,35.7,20.58,6.01,37.71,Medium,strain
8546,37.49,8.44,21.2,32.87,Low,stable
8548,65.66,12.98,20.85,0.51,Low,strain
9945,30.3,14.35,6.79,48.57,Low,stable
8518,62.67,12.86,9.27,15.19,Low,strain
9944,50.68,26.61,16.9,5.81,Medium,strain
8914,52.37,19.54,16.17,11.93,High,growth
8215,56.87,23.23,23.81,0.0,Low,strain
8134,47.26,10.92,14.69,27.14,Medium,stable
8285,34.62,11.6,21.58,32.19,Medium,growth
9150,34.11,10.63,22.61,32.64,Low,strain
9945,60.17,22.2,21.13,0.0,Low,growth
9463,38.84,13.73,19.9,27.53,Medium,growth
9873,31.12,15.13,25.14,28.61,High,growth
8686,69.18,22.73,21.43,0.0,Medium,stable
9176,69.22,29.29,25.85,0.0,Low,stable
8331,45.13,9.05,20.92,24.91,Low,strain
9562,31.02,6.57,8.97,53.44,Low,growth
9407,59.09,9.87,12.74,18.3,High,strain
9139,63.24,23.37,13.26,0.13,High,stable
8894,35.0,9.87,7.35,47.79,High,growth
9506,35.42,19.61,22.31,22.67,Medium,stable
9308,62.89,19.76,19.88,0.0,Medium,growth
8899,66.88,12.36,19.74,1.02,High,growth
9099,61.63,6.72,16.96,14.69,High,growth
9190,38.03,14.98,18.58,28.41,Low,strain
9213,46.46,9.67,5.2,38.67,Low,stable
8078,54.03,9.61,7.41,28.95,Medium,stable
8947,36.41,18.06,22.08,23.44,High,stable
9626,38.42,21.83,11.54,28.21,High,growth
8688,41.32,6.89,7.7,44.1,Medium,strain
8021,50.38,19.46,13.22,16.95,High,strain
8566,50.43,11.16,11.36,27.05,Low,strain
9208,62.57,21.83,5.73,9.86,High,strain
9895,60.12,25.26,15.26,0.0,Medium,growth
9246,66.55,25.18,5.68,2.6,Medium,growth
8827,63.32,14.25,5.01,17.43,High,strain
9352,40.16,19.18,24.81,15.85,Medium,strain
8179,43.25,24.84,12.87,19.03,Low,stable
9812,50.02,6.52,19.19,24.27,Low,growth
9136,30.57,20.14,12.44,36.84,Low,strain
9760,66.16,25.91,28.25,0.0,High,growth
9750,31.77,14.31,23.23,30.69,Medium,stable
9083,42.9,16.39,14.23,26.49,Low,strain
9351,52.77,22.47,10.27,14.5,Medium,growth
8905,50.71,6.7,8.45,34.14,Medium,growth
9645,56.18,14.64,24.06,5.12,Medium,growth
9921,51.1,12.39,16.33,20.18,Low,growth
8669,39.16,5.42,10.8,44.62,Medium,growth
8191,38.04,9.9,27.99,24.07,Low,growth
9224,66.29,14.9,14.75,4.06,Low,stable
9336,40.56,9.94,18.59,30.92,Low,growth
8708,41.24,20.06,26.44,12.26,High,stable
9059,46.52,16.22,25.83,11.43,Medium,stable
8379,35.58,5.99,20.95,37.49,High,growth
8387,50.29,11.88,27.22,10.62,High,strain
9782,56.6,5.49,28.8,9.11,High,growth
8237,61.44,13.95,28.38,0.0,High,stable
8616,58.46,11.48,13.73,16.34,Low,growth
9543,35.91,22.2,14.93,26.96,Low,growth
8283,48.24,12.69,11.01,28.06,Medium,growth
8001,31.54,14.38,25.92,28.16,Medium,stable
9755,30.71,23.13,8.05,38.11,Low,stable
8464,47.61,17.02,13.88,21.49,Medium,stable
9254,40.12,18.91,5.24,35.73,Medium,strain
8967,57.33,26.03,19.87,0.0,High,strain
8172,58.97,10.17,21.46,9.4,High,strain
9111,65.82,29.73,11.22,0.0,High,strain
9577,60.43,27.5,23.42,0.0,High,growth
9147,31.93,12.16,14.54,41.37,High,strain
8843,44.86,27.32,12.79,15.02,Low,strain
9322,40.92,23.85,28.9,6.33,High,strain
9909,45.45,28.27,19.72,6.57,High,growth
9953,36.4,22.28,11.31,30.01,Low,strain
8690,33.91,21.86,29.58,14.65,High,strain
8575,50.84,5.09,14.69,29.39,Medium,strain
9508,58.82,16.87,21.2,3.12,Low,stable
8165,58.08,10.01,23.1,8.82,Medium,strain
9723,48.04,13.1,15.56,23.3,Medium,strain
8383,50.89,29.47,18.4,1.24,Low,strain
8209,50.65,7.14,10.99,31.21,Low,growth
9763,57.66,23.06,16.65,2.63,High,strain
9456,31.92,9.32,12.77,45.99,Low,strain
9413,58.4,5.19,18.69,17.73,Low,stable
9584,53.29,17.54,21.75,7.43,High,stable
8224,37.92,9.03,20.35,32.7,High,growth
8003,31.96,29.14,24.42,14.48,Low,growth
8372,34.34,10.09,6.04,49.53,High,strain
9711,50.99,9.8,6.96,32.25,High,stable
9470,60.34,5.8,10.13,23.73,High,growth
8611,43.39,13.25,29.65,13.72,Medium,growth
8116,45.16,5.6,25.01,24.23,High,stable
9294,67.37,17.47,28.1,0.0,Medium,strain
8447,38.52,17.64,11.8,32.04,Low,stable
9392,34.15,6.33,19.35,40.17,Medium,strain
9277,43.74,11.0,18.87,26.39,Medium,strain
9341,59.84,25.8,19.24,0.0,Medium,stable
8415,55.04,16.56,22.94,5.45,Medium,strain
9119,46.63,15.87,14.85,22.65,Medium,growth
9809,68.59,22.47,21.93,0.0,Medium,stable
8892,59.4,22.87,24.71,0.0,Low,growth
9048,32.47,24.05,12.23,31.25,Low,strain
9652,59.79,25.76,28.64,0.0,Low,strain
8663,30.96,10.81,17.95,40.28,Medium,stable
9874,56.01,6.66,23.32,14.01,High,stable
9074,38.42,14.51,23.22,23.85,Medium,strain
9526,57.86,26.38,19.13,0.0,Low,stable
8718,42.39,6.95,13.07,37.59,Medium,strain
9522,64.92,19.4,21.67,0.0,Low,growth
9359,43.48,22.53,7.18,26.81,High,stable
9103,54.79,17.04,29.54,0.0,High,growth
9606,41.44,11.38,9.6,37.58,Low,stable
9051,66.69,13.16,11.89,8.27,Low,growth
8271,61.24,6.79,28.86,3.11,Medium,strain
8562,39.73,12.31,9.66,38.29,Medium,strain
8804,67.95,6.11,9.25,16.69,Medium,strain
8247,44.29,23.16,25.11,7.44,High,strain
9800,56.07,27.45,11.28,5.19,High,stable
9615,59.71,20.84,7.37,12.08,High,growth
8387,30.92,21.42,10.67,37.0,Medium,stable
8702,68.36,16.8,27.21,0.0,Low,stable
8559,43.78,8.9,12.01,35.31,Low,strain
8973,37.59,5.19,22.38,34.84,Medium,stable
9385,64.03,13.6,14.88,7.49,Medium,growth
9890,58.12,23.79,11.55,6.54,Low,stable
8984,33.47,29.01,8.6,28.92,Low,growth
9512,34.68,15.78,29.3,20.24,High,strain
8352,58.61,14.13,18.03,9.23,Medium,strain
9725,32.99,16.15,7.87,42.99,High,stable
9952,66.69,15.69,9.97,7.65,High,growth
9280,59.66,20.65,15.18,4.51,Low,strain
9246,43.42,23.35,18.6,14.62,Medium,strain
9908,44.52,24.62,9.54,21.31,Low,stable
8753,50.26,21.24,11.94,16.56,High,growth
8781,44.44,15.94,24.59,15.03,Medium,strain
9025,61.34,28.75,15.44,0.0,High,strain
8546,68.99,22.78,5.04,3.2,High,growth
9470,53.38,15.67,6.35,24.6,Low,stable
8079,47.84,16.16,15.98,20.01,Medium,stable
9260,38.91,25.45,6.5,29.14,Medium,strain
8334,56.14,16.01,9.35,18.5,Medium,strain
8889,57.42,17.91,23.2,1.47,Medium,stable
9373,57.41,12.29,17.01,13.29,High,stable
9122,31.08,25.97,17.06,25.89,Low,strain
9106,65.96,18.06,19.96,0.0,Medium,growth
8502,43.52,18.81,24.71,12.95,High,growth
9991,59.77,27.02,8.96,4.25,Low,strain
9501,60.39,28.01,9.33,2.27,Low,strain
9951,56.02,25.6,8.04,10.34,Low,strain
9728,45.79,6.63,28.42,19.15,Medium,strain
8765,54.34,16.09,19.43,10.14,High,stable
8921,31.61,13.58,7.32,47.49,Low,growth
8550,60.48,10.34,10.52,18.67,Low,growth
8014,33.98,27.72,23.14,15.15,Low,growth
8392,45.87,27.25,5.72,21.15,High,stable
9371,34.14,16.63,23.14,26.08,High,strain
8310,63.48,8.36,27.79,0.37,Medium,growth
8386,52.01,5.33,6.41,36.24,Medium,growth
9233,57.64,15.96,9.66,16.74,High,stable
9381,57.3,6.0,5.06,31.64,Medium,strain
8974,63.66,20.24,7.73,8.37,High,strain
9625,35.3,20.21,20.42,24.06,Medium,strain
9592,56.39,27.47,6.12,10.02,Medium,growth
9118,53.01,9.75,15.65,21.6,High,stable
9117,31.24,14.28,17.59,36.89,Low,growth
8340,38.06,26.49,27.67,7.79,Low,stable
8597,40.7,16.86,16.86,25.58,Medium,stable
9469,32.9,6.49,8.56,52.04,Low,growth
8757,44.19,7.77,12.23,35.81,Low,stable
9046,31.09,25.34,21.8,21.77,Medium,stable
8291,52.13,23.59,7.8,16.48,Low,stable
9509,38.46,26.9,10.79,23.85,High,strain
9808,41.48,7.97,29.89,20.65,High,strain
8306,66.42,24.01,5.14,4.43,Low,strain
8634,50.11,21.38,8.8,19.71,High,strain
9152,40.76,10.81,26.09,22.34,High,growth
8625,53.94,29.35,7.53,9.18,Low,growth
8939,38.07,19.26,5.84,36.83,High,growth
9297,32.98,27.67,8.03,31.32,Medium,strain
8848,30.84,26.48,22.34,20.35,Medium,growth
8442,68.06,13.33,29.83,0.0,Medium,strain
8503,58.98,18.4,19.77,2.85,Low,strain
8130,62.0,15.78,8.11,14.11,High,stable
9156,69.24,22.73,9.59,0.0,Low,stable
8597,67.27,19.7,18.44,0.0,Low,strain
9959,59.48,24.62,22.89,0.0,High,stable
9506,57.76,5.29,21.57,15.37,High,stable
8862,43.47,22.19,19.37,14.96,High,stable
9414,34.16,12.98,29.66,23.21,Low,stable
8593,52.95,10.61,9.95,26.49,Low,growth
8999,53.05,25.03,9.32,12.6,Medium,stable
8325,68.09,7.23,26.48,0.0,Low,strain
9093,47.7,10.71,12.27,29.32,High,stable
9684,57.63,10.09,13.31,18.96,Low,stable
8448,53.0,15.5,18.72,12.79,Medium,growth
9552,37.07,13.06,14.53,35.34,High,growth
8819,53.68,23.01,12.19,11.11,Medium,growth
9641,51.6,22.48,27.93,0.0,Low,stable
9189,49.76,13.14,8.23,28.88,Low,strain
9512,50.54,15.92,15.11,18.43,Medium,growth
9737,36.56,10.2,5.07,48.17,Medium,stable
8709,48.54,21.77,25.19,4.5,High,stable
9450,54.23,14.91,9.21,21.66,High,stable
9721,49.58,8.32,24.32,17.78,Medium,growth
9858,49.55,8.18,8.72,33.56,High,stable
8265,33.1,13.06,15.42,38.42,Medium,growth
9899,37.63,23.68,23.2,15.48,Medium,stable
8612,42.84,5.64,11.77,39.75,Low,strain
9366,46.77,11.44,12.85,28.93,Medium,strain
8832,53.76,9.06,21.68,15.5,High,stable
9750,64.53,28.91,9.69,0.0,Medium,growth
9302,36.37,22.63,28.79,12.21,Low,stable
8674,30.6,10.83,9.72,48.85,High,strain
9463,47.97,10.19,23.75,18.09,Medium,stable
8157,47.28,26.45,25.06,1.2,Low,growth
9446,52.08,9.76,14.36,23.81,High,growth
8251,63.33,29.93,8.91,0.0,Low,growth
8878,62.09,12.06,9.15,16.7,Low,growth
9633,34.0,7.11,29.64,29.25,High,strain
8530,67.36,22.27,23.14,0.0,Low,growth
8327,34.42,20.24,16.25,29.09,Low,growth
8961,55.38,30.0,11.43,3.19,Low,strain
8895,56.9,25.05,5.47,12.58,High,growth
8097,57.2,15.72,21.76,5.32,Low,strain
8513,40.61,21.92,28.92,8.55,Medium,growth
8216,43.21,25.45,7.67,23.67,Low,growth
9156,51.95,17.84,23.86,6.35,Medium,growth
9284,37.98,11.82,8.83,41.36,Low,growth
8125,30.81,10.25,24.8,34.13,Medium,stable
9106,52.49,12.38,14.26,20.87,High,stable
9307,48.61,26.2,22.8,2.39,Low,growth
9707,56.27,14.51,28.16,1.06,Medium,growth
8059,35.87,12.17,20.5,31.46,High,growth
9568,63.64,25.15,28.02,0.0,Low,stable
8161,35.85,5.8,10.88,47.48,Low,growth
8284,65.65,19.85,29.45,0.0,Low,strain
8106,47.98,26.84,26.82,0.0,High,stable
9129,51.99,15.25,7.69,25.07,High,stable
9463,65.86,11.73,15.34,7.07,Medium,stable
8228,42.0,17.29,28.18,12.54,Low,growth
9724,37.27,22.94,6.95,32.84,Medium,strain
9606,47.83,17.92,16.34,17.91,Medium,stable
8318,39.77,5.19,23.09,31.94,Medium,strain
9488,51.11,6.96,5.84,36.09,Medium,strain
8802,41.01,23.03,23.82,12.14,Medium,strain
9623,64.58,15.0,14.03,6.39,Low,growth
9906,54.29,24.62,11.23,9.85,High,growth
8874,30.01,21.24,19.4,29.35,Medium,growth
8472,62.22,19.54,18.61,0.0,High,stable
9080,43.21,27.53,26.85,2.41,Medium,stable
8625,42.81,5.53,21.9,29.76,Low,strain
8013,45.32,8.88,15.55,30.26,Medium,stable
9464,55.21,20.61,21.25,2.93,Medium,growth
9042,47.68,6.65,23.75,21.92,Medium,growth
8694,55.15,21.12,28.43,0.0,Low,growth
8973,35.87,29.6,22.61,11.92,Medium,growth
8113,68.81,26.97,18.6,0.0,Low,strain
8229,59.18,19.77,14.32,6.72,High,stable
8171,40.01,27.35,27.29,5.36,High,growth
8295,58.97,7.91,24.81,8.31,High,strain
8189,53.0,16.37,6.93,23.7,Low,stable
8426,34.37,15.72,22.49,27.43,Medium,strain
8977,37.13,13.41,18.47,30.99,High,growth
9103,31.65,5.01,7.59,55.75,High,growth
8658,62.37,27.28,19.12,0.0,Medium,growth
8919,52.07,24.44,9.81,13.68,High,stable
9206,42.67,21.32,22.7,13.3,High,growth
8499,35.05,8.22,11.96,44.76,Medium,stable
9822,49.36,14.46,8.76,27.42,Low,strain
8762,51.01,28.11,7.05,13.83,Low,stable
8866,58.08,20.42,17.27,4.23,High,strain
8826,68.8,20.09,9.99,1.13,High,stable
9732,47.4,27.83,26.38,0.0,Low,growth
9859,46.24,19.0,5.08,29.69,High,growth
8071,44.8,19.94,26.09,9.17,Low,strain
8248,63.08,13.64,18.03,5.25,High,stable
8146,36.25,14.29,28.05,21.41,High,stable
9642,43.75,22.14,10.12,23.99,Low,strain
9799,59.0,13.01,7.56,20.43,Medium,stable
9320,30.63,18.98,20.62,29.77,High,stable
8582,41.58,11.98,22.67,23.78,High,strain
8470,55.66,9.15,14.31,20.87,Medium,strain
9530,37.44,16.36,5.34,40.86,High,strain
8193,42.11,10.44,15.17,32.28,Medium,stable
9092,49.44,27.46,10.84,12.25,Medium,strain
8494,46.88,12.59,13.69,26.84,Low,strain
9841,34.24,19.94,17.67,28.15,Medium,strain
8052,67.53,11.59,22.56,0.0,Low,strain
8882,31.77,11.45,29.08,27.7,Low,growth
8363,59.99,13.77,8.6,17.64,Low,growth
9821,32.86,27.9,22.0,17.25,High,growth
8917,48.69,14.79,10.83,25.69,High,strain
8474,37.02,25.53,10.52,26.93,Medium,stable
9870,35.64,9.93,20.84,33.58,Low,growth
8521,35.04,6.2,24.4,34.36,High,strain
9787,48.11,24.54,29.44,0.0,High,growth
9455,50.62,18.55,24.22,6.61,Medium,growth
9868,35.34,17.59,8.93,38.14,High,strain
9322,69.18,11.81,10.64,8.38,High,strain
9459,40.31,6.81,24.03,28.85,High,growth
9720,48.35,17.07,18.17,16.4,High,strain
8691,38.65,26.68,12.39,22.28,High,growth
9222,49.76,8.0,16.79,25.45,High,growth
9152,60.24,28.23,27.87,0.0,Medium,growth
8532,50.84,11.87,23.89,13.4,Low,growth
9435,41.43,18.3,16.27,24.0,High,stable
9958,39.94,6.66,29.51,23.89,Low,stable
8840,60.36,15.63,24.87,0.0,Medium,strain
9089,34.73,8.15,5.15,51.98,Medium,stable
9718,44.8,6.2,7.81,41.19,Low,stable
8241,36.06,29.16,18.85,15.93,Low,strain
9393,40.32,23.25,13.75,22.68,Medium,growth
8536,36.11,22.98,25.31,15.6,High,stable
9408,65.47,7.26,27.39,0.0,Low,stable
9455,59.28,28.23,11.02,1.47,Low,stable
9991,52.44,16.74,24.08,6.74,High,stable
8083,38.98,26.31,18.38,16.33,Low,growth
8982,50.41,5.32,14.8,29.48,High,strain
9855,50.83,12.46,24.67,12.04,Medium,stable
9721,53.62,29.9,19.12,0.0,Low,stable
8951,32.4,15.7,20.88,31.02,High,stable
9852,68.92,27.21,6.56,0.0,High,stable
8611,48.62,13.2,19.65,18.54,Medium,strain
8574,67.06,18.13,12.52,2.29,Low,growth
8286,30.39,26.36,17.33,25.92,High,strain
8989,39.9,20.15,10.55,29.4,Low,stable
9558,34.16,23.13,20.36,22.35,High,stable
8459,60.78,10.72,8.69,19.81,Low,strain
9236,42.81,8.9,8.07,40.23,Low,growth
8126,63.62,10.76,9.71,15.91,High,growth
9437,63.3,17.33,25.44,0.0,High,growth
9523,56.71,25.02,5.84,12.43,Low,growth
8425,56.63,13.85,23.24,6.28,Low,strain
8554,58.01,19.12,6.41,16.46,Medium,strain
8610,56.95,25.12,19.8,0.0,High,growth
9985,45.48,10.97,24.34,19.22,Low,strain
9567,57.31,27.07,10.78,4.84,Low,strain
9182,65.9,28.83,9.9,0.0,High,stable
8112,43.3,5.97,12.23,38.49,Low,strain
8402,67.8,6.48,22.49,3.24,Low,strain
9783,30.54,7.27,11.37,50.81,Medium,growth
8122,43.96,24.42,17.54,14.07,Medium,strain
8273,35.28,9.73,8.36,46.62,High,growth
9318,35.06,23.14,16.53,25.26,High,stable
8398,62.62,16.03,20.62,0.73,High,stable
8471,66.73,25.91,6.8,0.56,Medium,strain
8985,61.11,25.21,25.39,0.0,Medium,strain
9231,69.06,28.99,28.44,0.0,Medium,growth
9134,38.65,11.28,9.84,40.23,Low,stable
9464,35.63,10.73,23.99,29.65,Medium,growth
9302,50.83,5.79,12.84,30.55,Medium,strain
9987,63.16,15.26,21.92,0.0,High,stable
9592,31.59,16.48,12.67,39.26,Medium,strain
9911,69.82,29.11,26.56,0.0,Medium,stable
9939,54.09,25.77,13.68,6.46,Low,growth
8569,69.16,9.17,26.22,0.0,Medium,strain
9964,44.6,24.96,24.15,6.28,High,strain
9506,48.32,9.46,9.91,32.31,Low,stable
9827,60.09,6.94,8.92,24.04,Medium,growth
9138,61.71,25.93,24.49,0.0,Medium,stable
9917,39.32,29.4,14.76,16.52,Medium,stable
8897,67.19,7.2,28.73,0.0,Low,stable
8820,64.7,25.35,28.57,0.0,Low,strain
8853,30.73,26.48,22.34,20.45,Medium,growth
9501,35.14,7.97,17.51,39.37,High,growth
8710,49.84,12.08,9.87,28.2,Medium,growth
9957,48.44,23.34,27.06,1.16,Low,stable
8321,58.34,25.19,7.05,9.42,Low,growth
8179,33.59,13.85,14.26,38.3,Low,growth
8897,55.79,9.0,12.98,22.23,High,strain
8219,54.65,21.21,28.96,0.0,Medium,strain
8789,39.34,22.55,7.95,30.15,Medium,strain
9973,51.7,17.59,27.25,3.46,Low,stable
9552,38.89,8.62,16.41,36.08,Medium,strain
8492,35.88,26.11,6.19,31.82,High,growth
9915,52.93,21.13,23.22,2.72,High,strain
8061,69.1,26.73,7.52,0.0,Medium,stable
9078,39.48,28.32,10.93,21.27,Medium,strain
9704,44.21,25.14,24.99,5.65,Medium,growth
8538,40.26,28.97,8.87,21.9,Medium,strain
8848,40.66,28.86,13.14,17.35,Medium,strain
8988,46.17,20.48,14.02,19.32,Medium,strain
8065,58.07,23.2,19.72,0.0,Low,stable
9636,31.55,22.49,24.75,21.21,Low,stable
8586,68.28,20.53,10.77,0.42,Low,stable
9728,31.85,5.48,10.14,52.52,High,stable
8171,65.25,13.9,10.55,10.3,High,stable
9297,65.78,7.5,14.54,12.18,High,strain
9913,50.98,12.51,18.38,18.14,High,strain
9723,35.48,6.71,5.34,52.47,Low,stable
8535,52.61,28.0,24.51,0.0,Medium,stable
9415,55.15,16.28,28.17,0.4,Medium,strain
9964,64.31,9.73,26.09,0.0,Medium,growth
8693,52.04,19.62,5.93,22.42,High,strain
9351,46.43,9.91,18.11,25.55,Low,stable
8108,63.53,25.11,25.35,0.0,Medium,strain
9871,69.24,12.65,13.6,4.51,High,stable
9186,55.8,12.87,27.43,3.9,High,strain
8814,64.98,26.75,27.17,0.0,High,strain
